Gender,Age,City,Working Professional or Student,Profession,Work Pressure,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
Male,18.0,Hyderabad,Working Professional,,3.0,4.0,5-6 hours,Moderate,Class 12,No,9.0,3.0,No,0
Male,28.0,Kalyan,Student,,,,7-8 hours,Unhealthy,M.Pharm,Yes,11.0,2.0,No,1
Male,38.0,Varanasi,Working Professional,Doctor,2.0,5.0,5-6 hours,Unhealthy,MBBS,No,3.0,1.0,No,0
Female,54.0,Thane,Working Professional,Architect,2.0,5.0,7-8 hours,Unhealthy,B.Arch,Yes,4.0,2.0,Yes,0
Female,56.0,Mumbai,Working Professional,Manager,3.0,3.0,More than 8 hours,Moderate,BHM,Yes,4.0,2.0,No,0
Male,42.0,Rajkot,Working Professional,Lawyer,1.0,5.0,5-6 hours,Unhealthy,LLB,No,7.0,2.0,Yes,0
Male,54.0,Nagpur,Working Professional,Pharmacist,1.0,3.0,Less than 5 hours,Moderate,MBBS,No,10.0,3.0,No,0
Male,44.0,Nagpur,Working Professional,Teacher,2.0,1.0,Less than 5 hours,Unhealthy,B.Arch,No,2.0,3.0,Yes,0
Male,54.0,Bangalore,Working Professional,Teacher,1.0,2.0,More than 8 hours,Healthy,BBA,Yes,10.0,5.0,Yes,0
Male,18.0,Surat,Student,,,,Less than 5 hours,Moderate,Class 12,Yes,5.0,4.0,Yes,1
Male,43.0,Indore,Working Professional,,4.0,3.0,7-8 hours,Unhealthy,Class 12,Yes,0.0,3.0,Yes,0
Male,46.0,Hyderabad,Working Professional,UX/UI Designer,1.0,5.0,More than 8 hours,Healthy,MCA,Yes,7.0,1.0,Yes,0
Female,18.0,Chennai,Working Professional,,5.0,5.0,7-8 hours,Unhealthy,Class 12,No,3.0,2.0,No,0
Female,48.0,Indore,Working Professional,Sales Executive,3.0,5.0,Less than 5 hours,Moderate,B.Com,No,2.0,3.0,No,0
Female,50.0,Faridabad,Working Professional,HR Manager,2.0,4.0,7-8 hours,Moderate,MA,Yes,6.0,5.0,No,0
Male,53.0,Agra,Working Professional,Chef,4.0,3.0,Less than 5 hours,Healthy,BHM,Yes,11.0,2.0,No,0
Female,56.0,Kanpur,Working Professional,Teacher,5.0,3.0,Less than 5 hours,Healthy,M.Com,No,2.0,1.0,Yes,0
Male,26.0,Vadodara,Working Professional,Travel Consultant,4.0,3.0,Less than 5 hours,Unhealthy,MHM,Yes,8.0,3.0,No,0
Female,53.0,Bangalore,Working Professional,Teacher,4.0,4.0,Less than 5 hours,Healthy,M.Ed,Yes,8.0,4.0,No,0
Male,18.0,Visakhapatnam,Student,,,,5-6 hours,Unhealthy,Class 12,Yes,4.0,2.0,No,1
Male,50.0,Meerut,Working Professional,Sales Executive,4.0,3.0,Less than 5 hours,Healthy,BBA,Yes,5.0,2.0,No,0
Female,45.0,Patna,Working Professional,Doctor,4.0,3.0,Less than 5 hours,Healthy,MD,No,5.0,4.0,Yes,0
Female,32.0,Ahmedabad,Working Professional,Lawyer,4.0,2.0,Less than 5 hours,Moderate,LLM,Yes,0.0,5.0,Yes,1
Female,39.0,Rajkot,Working Professional,Architect,5.0,5.0,7-8 hours,Healthy,B.Arch,No,1.0,4.0,Yes,0
Female,41.0,Kanpur,Working Professional,Teacher,4.0,2.0,Less than 5 hours,Healthy,B.Pharm,No,10.0,1.0,Yes,0
Male,52.0,Visakhapatnam,Working Professional,Financial Analyst,4.0,1.0,7-8 hours,Moderate,MBA,Yes,5.0,2.0,No,0
Male,21.0,Jaipur,Student,,,,Less than 5 hours,Healthy,MCA,Yes,7.0,2.0,No,0
Female,31.0,Kalyan,Student,,,,7-8 hours,Healthy,PhD,No,8.0,4.0,Yes,0
Male,37.0,Chennai,Working Professional,Business Analyst,1.0,2.0,Less than 5 hours,Moderate,BBA,No,0.0,3.0,No,0
Male,21.0,Surat,Student,,,,More than 8 hours,Healthy,MA,No,0.0,3.0,Yes,0
Male,42.0,Jaipur,Working Professional,Consultant,4.0,2.0,5-6 hours,Healthy,M.Sc,No,8.0,4.0,No,0
Female,29.0,Ludhiana,Working Professional,,5.0,1.0,Less than 5 hours,Healthy,Class 12,Yes,10.0,4.0,Yes,1
Male,46.0,Pune,Working Professional,Mechanical Engineer,2.0,5.0,Less than 5 hours,Healthy,M.Tech,No,6.0,1.0,No,0
Female,57.0,Delhi,Working Professional,Consultant,5.0,4.0,7-8 hours,Unhealthy,B.Com,No,3.0,4.0,No,0
Male,53.0,Pune,Working Professional,Research Analyst,3.0,5.0,7-8 hours,Moderate,MBA,Yes,9.0,1.0,No,0
Female,37.0,Lucknow,Working Professional,Teacher,1.0,3.0,5-6 hours,Unhealthy,BA,Yes,6.0,4.0,No,0
Male,46.0,Bhopal,Working Professional,Civil Engineer,2.0,4.0,Less than 5 hours,Healthy,PhD,Yes,8.0,2.0,Yes,0
Female,49.0,Lucknow,Working Professional,Educational Consultant,5.0,4.0,7-8 hours,Moderate,M.Ed,Yes,1.0,3.0,Yes,0
Male,42.0,Ahmedabad,Working Professional,Marketing Manager,2.0,2.0,5-6 hours,Healthy,B.Com,No,10.0,5.0,No,0
Male,55.0,Kanpur,Working Professional,Financial Analyst,5.0,5.0,Less than 5 hours,Moderate,MCA,Yes,9.0,4.0,No,0
Female,25.0,Ludhiana,Student,,,,7-8 hours,Moderate,B.Pharm,Yes,2.0,2.0,No,0
Female,51.0,Meerut,Working Professional,Digital Marketer,2.0,5.0,7-8 hours,Unhealthy,BA,Yes,9.0,3.0,No,0
Female,21.0,Bhopal,Student,,,,5-6 hours,Moderate,B.Com,Yes,0.0,4.0,Yes,1
Female,39.0,Ahmedabad,Working Professional,HR Manager,2.0,4.0,5-6 hours,Unhealthy,BBA,No,5.0,5.0,Yes,0
Female,49.0,Kanpur,Working Professional,Pharmacist,3.0,2.0,7-8 hours,Unhealthy,M.Pharm,Yes,12.0,2.0,Yes,0
Male,38.0,Ghaziabad,Working Professional,Researcher,5.0,4.0,5-6 hours,Healthy,M.Tech,No,8.0,1.0,Yes,0
Female,58.0,Visakhapatnam,Working Professional,Financial Analyst,5.0,4.0,7-8 hours,Moderate,BBA,Yes,6.0,3.0,No,0
Male,54.0,Vadodara,Working Professional,Chef,5.0,5.0,7-8 hours,Moderate,MHM,Yes,9.0,3.0,No,0
Male,38.0,Visakhapatnam,Working Professional,Doctor,1.0,3.0,Less than 5 hours,Healthy,M.Pharm,Yes,11.0,3.0,Yes,0
Male,42.0,Kanpur,Working Professional,Researcher,1.0,2.0,Less than 5 hours,Unhealthy,B.Sc,No,0.0,1.0,No,0
Male,28.0,Srinagar,Student,,,,7-8 hours,Unhealthy,BCA,Yes,9.0,1.0,Yes,0
Male,38.0,Indore,Working Professional,Customer Support,1.0,4.0,More than 8 hours,Unhealthy,M.Com,Yes,6.0,3.0,Yes,0
Female,49.0,Bangalore,Working Professional,Manager,4.0,2.0,More than 8 hours,Unhealthy,BHM,No,2.0,2.0,Yes,0
Female,35.0,Lucknow,Working Professional,Financial Analyst,2.0,4.0,7-8 hours,Healthy,M.Tech,No,4.0,5.0,No,0
Female,48.0,Kanpur,Working Professional,Teacher,1.0,2.0,Less than 5 hours,Moderate,MBBS,Yes,1.0,2.0,No,0
Female,18.0,Indore,Working Professional,,4.0,1.0,5-6 hours,Moderate,Class 12,No,11.0,5.0,No,1
Male,43.0,Ghaziabad,Working Professional,Teacher,3.0,1.0,7-8 hours,Moderate,B.Ed,Yes,10.0,5.0,Yes,0
Male,28.0,Thane,Student,,,,7-8 hours,Unhealthy,MD,No,6.0,3.0,No,0
Female,53.0,Patna,Working Professional,Chemist,3.0,2.0,Less than 5 hours,Moderate,B.Pharm,Yes,8.0,1.0,No,0
Female,30.0,Thane,Working Professional,Chef,3.0,4.0,5-6 hours,Unhealthy,BHM,No,0.0,4.0,No,0
Male,25.0,Meerut,Student,,,,7-8 hours,Unhealthy,B.Pharm,Yes,3.0,4.0,No,1
Female,20.0,Thane,Student,,,,7-8 hours,Moderate,Class 12,Yes,11.0,5.0,Yes,1
Female,51.0,Indore,Working Professional,Teacher,4.0,2.0,More than 8 hours,Moderate,M.Ed,Yes,6.0,5.0,Yes,0
Male,28.0,Meerut,Working Professional,Manager,1.0,1.0,5-6 hours,Healthy,MHM,No,0.0,1.0,No,0
Male,23.0,Agra,Student,,,,5-6 hours,Unhealthy,M.Sc,Yes,10.0,1.0,Yes,0
Male,40.0,Jaipur,Working Professional,Consultant,1.0,4.0,More than 8 hours,Healthy,MCA,No,8.0,2.0,No,0
Male,38.0,Mumbai,Working Professional,,3.0,4.0,More than 8 hours,Unhealthy,Class 12,Yes,6.0,3.0,Yes,0
Male,19.0,Agra,Student,,,,5-6 hours,Healthy,Class 12,Yes,2.0,1.0,No,0
Male,20.0,Ghaziabad,Working Professional,,5.0,5.0,5-6 hours,Moderate,Class 12,No,9.0,5.0,No,0
Female,20.0,Surat,Working Professional,,4.0,1.0,Less than 5 hours,Unhealthy,Class 12,No,11.0,2.0,Yes,0
Male,37.0,Hyderabad,Working Professional,HR Manager,5.0,3.0,7-8 hours,Moderate,MA,Yes,1.0,5.0,Yes,1
Male,42.0,Agra,Working Professional,,5.0,2.0,7-8 hours,Unhealthy,Class 12,Yes,6.0,3.0,Yes,1
Female,33.0,Ghaziabad,Student,,,,Less than 5 hours,Unhealthy,MBA,Yes,10.0,5.0,Yes,1
Male,51.0,Ahmedabad,Working Professional,UX/UI Designer,1.0,5.0,More than 8 hours,Moderate,B.Tech,Yes,12.0,2.0,Yes,0
Male,56.0,Varanasi,Working Professional,Lawyer,2.0,1.0,5-6 hours,Unhealthy,LLM,Yes,6.0,5.0,No,0
Male,51.0,Kalyan,Working Professional,Content Writer,2.0,5.0,7-8 hours,Unhealthy,B.Ed,No,3.0,1.0,Yes,0
Male,32.0,Meerut,Working Professional,Data Scientist,4.0,5.0,More than 8 hours,Unhealthy,B.Tech,No,0.0,3.0,No,0
Male,47.0,Meerut,Working Professional,Teacher,2.0,2.0,7-8 hours,Moderate,LLM,No,7.0,4.0,Yes,0
Female,38.0,Nagpur,Working Professional,,2.0,3.0,7-8 hours,Moderate,Class 12,No,1.0,3.0,Yes,0
Female,38.0,Vadodara,Working Professional,Teacher,1.0,4.0,5-6 hours,Healthy,B.Arch,No,10.0,2.0,No,0
Male,59.0,Meerut,Working Professional,Manager,4.0,1.0,More than 8 hours,Moderate,MHM,Yes,2.0,4.0,No,0
Female,23.0,Chennai,Student,,,,More than 8 hours,Unhealthy,BE,No,12.0,5.0,No,0
Female,57.0,Pune,Working Professional,Manager,5.0,3.0,7-8 hours,Healthy,BHM,Yes,2.0,5.0,No,0
Female,55.0,Ahmedabad,Working Professional,Teacher,4.0,2.0,More than 8 hours,Moderate,LLB,No,2.0,1.0,Yes,0
Female,49.0,Kolkata,Working Professional,Consultant,5.0,3.0,5-6 hours,Unhealthy,PhD,No,0.0,4.0,Yes,0
Female,27.0,Chennai,Working Professional,Accountant,3.0,4.0,Less than 5 hours,Unhealthy,B.Com,No,2.0,2.0,No,0
Female,45.0,Ghaziabad,Working Professional,Teacher,2.0,1.0,Less than 5 hours,Unhealthy,B.Arch,No,0.0,3.0,Yes,0
Male,28.0,Vasai-Virar,Working Professional,HR Manager,2.0,3.0,More than 8 hours,Healthy,BBA,Yes,5.0,5.0,No,1
Male,22.0,Lucknow,Student,,,,7-8 hours,Unhealthy,B.Ed,No,10.0,1.0,No,0
Female,57.0,Thane,Working Professional,Business Analyst,1.0,3.0,5-6 hours,Healthy,BBA,Yes,7.0,5.0,No,0
Female,19.0,Meerut,Student,,,,Less than 5 hours,Healthy,Class 12,Yes,2.0,3.0,Yes,0
Male,38.0,Meerut,Working Professional,Financial Analyst,4.0,4.0,Less than 5 hours,Unhealthy,B.Com,Yes,0.0,4.0,No,0
Female,30.0,Hyderabad,Student,,,,Less than 5 hours,Healthy,B.Sc,No,1.0,4.0,Yes,0
Female,28.0,Surat,Working Professional,Teacher,2.0,2.0,5-6 hours,Healthy,B.Ed,Yes,8.0,5.0,Yes,1
Female,53.0,Hyderabad,Working Professional,Sales Executive,1.0,2.0,More than 8 hours,Unhealthy,MBA,No,0.0,2.0,No,0
Male,54.0,Agra,Working Professional,Educational Consultant,3.0,2.0,7-8 hours,Healthy,M.Ed,No,11.0,1.0,No,0
Male,43.0,Agra,Working Professional,Judge,2.0,2.0,7-8 hours,Moderate,LLB,Yes,0.0,4.0,Yes,0
Male,21.0,Kalyan,Student,,,,Less than 5 hours,Unhealthy,M.Sc,No,1.0,5.0,Yes,0
Female,38.0,Faridabad,Working Professional,Data Scientist,1.0,5.0,Less than 5 hours,Moderate,M.Sc,Yes,11.0,2.0,Yes,0
Female,19.0,Rajkot,Student,,,,More than 8 hours,Healthy,Class 12,Yes,0.0,4.0,Yes,1
Male,45.0,Srinagar,Working Professional,Teacher,3.0,4.0,5-6 hours,Healthy,B.Pharm,No,0.0,2.0,Yes,0
Male,46.0,Patna,Working Professional,Pilot,2.0,5.0,Less than 5 hours,Unhealthy,PhD,Yes,5.0,1.0,No,0
Male,23.0,Kalyan,Student,,,,Less than 5 hours,Moderate,B.Com,No,10.0,4.0,Yes,0
Female,23.0,Vasai-Virar,Student,,,,7-8 hours,Healthy,BHM,Yes,12.0,5.0,Yes,1
Female,54.0,Agra,Working Professional,Teacher,1.0,4.0,More than 8 hours,Healthy,MBA,No,5.0,4.0,Yes,0
Female,20.0,Ludhiana,Working Professional,,5.0,4.0,7-8 hours,Healthy,Class 12,Yes,7.0,2.0,Yes,0
Female,58.0,Hyderabad,Working Professional,Consultant,2.0,3.0,5-6 hours,Moderate,M.Sc,Yes,1.0,4.0,No,0
Female,47.0,Hyderabad,Working Professional,Sales Executive,1.0,5.0,5-6 hours,Moderate,BBA,Yes,11.0,1.0,Yes,0
Male,29.0,Kolkata,Working Professional,Graphic Designer,5.0,1.0,7-8 hours,Unhealthy,M.Sc,Yes,11.0,5.0,No,1
Male,58.0,Mumbai,Working Professional,Unemployed,1.0,5.0,5-6 hours,Unhealthy,B.Pharm,No,4.0,3.0,Yes,0
Male,56.0,Meerut,Working Professional,Mechanical Engineer,3.0,2.0,Less than 5 hours,Moderate,BCA,No,1.0,1.0,No,0
Female,18.0,Vadodara,Student,,,,5-6 hours,Unhealthy,Class 12,Yes,11.0,4.0,No,1
Female,49.0,Patna,Working Professional,Content Writer,1.0,3.0,Less than 5 hours,Moderate,B.Ed,Yes,1.0,5.0,No,0
Male,56.0,Ahmedabad,Working Professional,Teacher,2.0,5.0,Less than 5 hours,Unhealthy,B.Arch,Yes,1.0,1.0,No,0
Male,37.0,Jaipur,Working Professional,Data Scientist,1.0,2.0,5-6 hours,Healthy,B.Sc,No,6.0,3.0,No,0
Male,28.0,Srinagar,Student,,,,7-8 hours,Unhealthy,M.Pharm,Yes,12.0,1.0,Yes,1
Female,40.0,Bhopal,Working Professional,,5.0,1.0,More than 8 hours,Healthy,Class 12,No,8.0,4.0,Yes,0
Male,42.0,Bangalore,Working Professional,Architect,5.0,2.0,Less than 5 hours,Moderate,B.Arch,Yes,2.0,4.0,No,0
Male,38.0,Rajkot,Working Professional,Entrepreneur,1.0,4.0,5-6 hours,Moderate,M.Sc,No,11.0,2.0,No,0
Male,51.0,Patna,Working Professional,Lawyer,3.0,1.0,5-6 hours,Moderate,LLB,No,5.0,1.0,No,0
Female,43.0,Vadodara,Working Professional,HR Manager,4.0,3.0,More than 8 hours,Unhealthy,M.Tech,No,9.0,4.0,Yes,0
Female,57.0,Vasai-Virar,Working Professional,Chemist,3.0,3.0,5-6 hours,Healthy,MD,No,11.0,4.0,Yes,0
Male,24.0,Hyderabad,Student,,,,5-6 hours,Unhealthy,M.Tech,No,8.0,1.0,No,0
Female,33.0,Srinagar,Student,,,,More than 8 hours,Healthy,B.Com,Yes,5.0,2.0,No,0
Female,20.0,Kalyan,Student,,,,5-6 hours,Moderate,Class 12,Yes,7.0,3.0,No,1
Male,30.0,Delhi,Working Professional,Teacher,5.0,4.0,5-6 hours,Unhealthy,MBA,No,11.0,1.0,Yes,0
Male,40.0,Surat,Working Professional,Graphic Designer,5.0,5.0,5-6 hours,Moderate,M.Tech,No,0.0,2.0,Yes,0
Male,23.0,Kalyan,Student,,,,7-8 hours,Moderate,B.Sc,Yes,11.0,4.0,Yes,1
Male,20.0,Surat,Working Professional,,4.0,3.0,5-6 hours,Moderate,Class 12,Yes,9.0,5.0,Yes,1
Male,20.0,Patna,Working Professional,,5.0,5.0,Less than 5 hours,Healthy,Class 12,No,6.0,2.0,Yes,0
Male,23.0,Pune,Student,,,,5-6 hours,Healthy,BA,Yes,11.0,4.0,Yes,1
Male,42.0,Visakhapatnam,Working Professional,,4.0,2.0,5-6 hours,Moderate,Class 12,No,7.0,2.0,Yes,0
Male,45.0,Rajkot,Working Professional,Software Engineer,2.0,1.0,7-8 hours,Unhealthy,PhD,No,11.0,1.0,Yes,0
Male,52.0,Vasai-Virar,Working Professional,Content Writer,5.0,5.0,7-8 hours,Moderate,B.Ed,No,9.0,3.0,Yes,0
Female,24.0,Ludhiana,Student,,,,Less than 5 hours,Healthy,MBBS,Yes,9.0,2.0,No,1
Male,25.0,Jaipur,Student,,,,5-6 hours,Unhealthy,B.Sc,No,7.0,3.0,Yes,0
Male,21.0,Kalyan,Working Professional,Customer Support,5.0,1.0,Less than 5 hours,Unhealthy,B.Com,No,0.0,3.0,Yes,1
Female,49.0,Chennai,Working Professional,Content Writer,2.0,2.0,More than 8 hours,Moderate,B.Ed,Yes,8.0,2.0,No,0
Female,24.0,Bhopal,Student,,,,5-6 hours,Moderate,MBBS,Yes,3.0,5.0,No,1
Female,49.0,Indore,Working Professional,Teacher,3.0,5.0,Less than 5 hours,Unhealthy,B.Arch,No,6.0,5.0,No,0
Male,58.0,Chennai,Working Professional,Chef,2.0,5.0,7-8 hours,Moderate,MHM,No,12.0,2.0,No,0
Female,49.0,Kolkata,Working Professional,Content Writer,3.0,2.0,7-8 hours,Unhealthy,M.Ed,Yes,1.0,1.0,No,0
Female,42.0,Agra,Working Professional,Educational Consultant,5.0,2.0,Less than 5 hours,Moderate,B.Ed,Yes,11.0,5.0,Yes,0
Male,38.0,Mumbai,Working Professional,Consultant,2.0,2.0,7-8 hours,Moderate,B.Com,No,9.0,5.0,Yes,0
Female,48.0,Ludhiana,Working Professional,Mechanical Engineer,3.0,1.0,5-6 hours,Moderate,B.Tech,Yes,4.0,4.0,Yes,0
Female,36.0,Visakhapatnam,Working Professional,Teacher,5.0,3.0,More than 8 hours,Healthy,M.Ed,No,0.0,1.0,No,0
Female,29.0,Visakhapatnam,Working Professional,Civil Engineer,2.0,1.0,More than 8 hours,Healthy,MCA,Yes,10.0,4.0,Yes,1
Male,45.0,Mumbai,Working Professional,Consultant,3.0,2.0,5-6 hours,Unhealthy,B.Com,No,4.0,4.0,Yes,0
Female,42.0,Indore,Working Professional,Teacher,1.0,1.0,7-8 hours,Healthy,B.Arch,No,1.0,3.0,No,0
Female,46.0,Hyderabad,Working Professional,Sales Executive,3.0,3.0,Less than 5 hours,Unhealthy,MBA,Yes,12.0,5.0,Yes,0
Female,53.0,Delhi,Working Professional,Financial Analyst,5.0,2.0,Less than 5 hours,Unhealthy,M.Com,Yes,6.0,3.0,No,0
Male,54.0,Delhi,Working Professional,Teacher,2.0,2.0,Less than 5 hours,Moderate,B.Ed,No,10.0,4.0,No,0
Female,35.0,Agra,Working Professional,Accountant,5.0,1.0,7-8 hours,Unhealthy,B.Com,No,7.0,3.0,No,0
Female,23.0,Faridabad,Working Professional,Graphic Designer,3.0,4.0,5-6 hours,Unhealthy,BCA,Yes,12.0,5.0,No,0
Female,24.0,Kolkata,Student,,,,7-8 hours,Moderate,B.Sc,Yes,10.0,5.0,No,1
Male,54.0,Vadodara,Working Professional,Architect,2.0,4.0,Less than 5 hours,Unhealthy,B.Arch,Yes,0.0,4.0,No,0
Male,20.0,Ludhiana,Working Professional,,5.0,4.0,7-8 hours,Healthy,Class 12,Yes,0.0,4.0,Yes,0
Male,31.0,Nashik,Student,,,,More than 8 hours,Unhealthy,MCA,Yes,0.0,3.0,Yes,0
Male,53.0,Ludhiana,Working Professional,Business Analyst,1.0,4.0,More than 8 hours,Moderate,PhD,Yes,12.0,2.0,Yes,0
Male,18.0,Hyderabad,Working Professional,,4.0,1.0,5-6 hours,Unhealthy,Class 12,Yes,12.0,4.0,No,1
Female,52.0,Kalyan,Working Professional,Travel Consultant,4.0,5.0,5-6 hours,Healthy,MHM,Yes,2.0,3.0,Yes,0
Female,34.0,Hyderabad,Working Professional,Judge,2.0,3.0,5-6 hours,Moderate,LLB,No,11.0,5.0,No,0
Female,48.0,Delhi,Working Professional,Customer Support,3.0,5.0,More than 8 hours,Moderate,BA,No,0.0,5.0,No,0
Female,54.0,Indore,Working Professional,Financial Analyst,1.0,1.0,5-6 hours,Healthy,BE,Yes,12.0,2.0,No,0
Male,53.0,Srinagar,Working Professional,Chemist,2.0,2.0,More than 8 hours,Unhealthy,M.Pharm,Yes,11.0,2.0,Yes,0
Male,60.0,Bhopal,Working Professional,Graphic Designer,5.0,2.0,7-8 hours,Moderate,MCA,Yes,0.0,3.0,Yes,0
Female,40.0,Varanasi,Working Professional,Judge,3.0,4.0,7-8 hours,Moderate,LLB,Yes,8.0,1.0,No,0
Female,20.0,Chennai,Working Professional,,5.0,3.0,More than 8 hours,Unhealthy,Class 12,Yes,9.0,5.0,Yes,1
Male,20.0,Thane,Student,,,,Less than 5 hours,Unhealthy,Class 12,Yes,4.0,5.0,Yes,1
Male,46.0,Surat,Working Professional,Teacher,3.0,4.0,More than 8 hours,Unhealthy,MBA,No,9.0,2.0,Yes,0
Female,34.0,Ahmedabad,Working Professional,Teacher,2.0,2.0,Less than 5 hours,Unhealthy,LLM,Yes,9.0,5.0,No,1
Male,20.0,Delhi,Working Professional,,3.0,1.0,Less than 5 hours,Healthy,Class 12,No,7.0,2.0,Yes,0
Male,21.0,Ludhiana,Student,,,,Less than 5 hours,Healthy,MA,Yes,2.0,5.0,No,1
Female,46.0,Nashik,Working Professional,Content Writer,3.0,5.0,7-8 hours,Unhealthy,B.Ed,Yes,11.0,3.0,No,0
Female,30.0,Kolkata,Working Professional,Customer Support,2.0,2.0,7-8 hours,Healthy,BA,No,12.0,2.0,Yes,0
Female,53.0,Kanpur,Working Professional,Pharmacist,1.0,4.0,7-8 hours,Healthy,MBBS,No,11.0,1.0,Yes,0
Male,30.0,Indore,Working Professional,Doctor,5.0,4.0,5-6 hours,Healthy,B.Pharm,Yes,10.0,3.0,No,1
Male,42.0,Rajkot,Working Professional,Researcher,2.0,3.0,7-8 hours,Unhealthy,M.Tech,Yes,5.0,1.0,No,0
Male,34.0,Lucknow,Working Professional,Travel Consultant,2.0,4.0,Less than 5 hours,Unhealthy,MHM,Yes,5.0,5.0,Yes,0
Male,25.0,Kanpur,Student,,,,7-8 hours,Moderate,BA,Yes,11.0,4.0,Yes,0
Male,54.0,Mumbai,Working Professional,Customer Support,1.0,3.0,Less than 5 hours,Moderate,BA,No,3.0,3.0,Yes,0
Male,26.0,Pune,Working Professional,HR Manager,2.0,3.0,More than 8 hours,Moderate,BCA,Yes,11.0,5.0,Yes,1
Female,48.0,Vasai-Virar,Working Professional,Teacher,2.0,2.0,7-8 hours,Healthy,B.Arch,Yes,7.0,1.0,Yes,0
Male,54.0,Ahmedabad,Working Professional,Teacher,3.0,2.0,More than 8 hours,Unhealthy,MBA,Yes,12.0,1.0,No,0
Female,44.0,Thane,Working Professional,Financial Analyst,3.0,2.0,Less than 5 hours,Unhealthy,B.Com,No,1.0,5.0,No,0
Male,19.0,Mumbai,Student,,,,7-8 hours,Healthy,Class 12,No,11.0,1.0,Yes,0
Male,48.0,Surat,Working Professional,Plumber,1.0,4.0,Less than 5 hours,Unhealthy,M.Tech,No,9.0,1.0,No,0
Female,48.0,Faridabad,Working Professional,Digital Marketer,3.0,1.0,More than 8 hours,Moderate,BA,Yes,12.0,2.0,No,0
Female,20.0,Vasai-Virar,Working Professional,,4.0,5.0,5-6 hours,Moderate,Class 12,Yes,4.0,4.0,No,1
Female,46.0,Agra,Working Professional,Digital Marketer,3.0,3.0,More than 8 hours,Healthy,M.Com,Yes,0.0,3.0,No,0
Male,54.0,Vasai-Virar,Working Professional,Civil Engineer,2.0,5.0,7-8 hours,Healthy,B.Sc,No,2.0,3.0,Yes,0
Male,47.0,Ludhiana,Working Professional,HR Manager,1.0,3.0,7-8 hours,Unhealthy,B.Tech,Yes,3.0,1.0,Yes,0
Female,18.0,Nagpur,Working Professional,,3.0,1.0,5-6 hours,Moderate,Class 12,Yes,12.0,4.0,No,1
Male,43.0,Surat,Working Professional,Business Analyst,2.0,1.0,7-8 hours,Unhealthy,B.Com,Yes,9.0,1.0,No,0
Female,34.0,Surat,Student,,,,More than 8 hours,Healthy,M.Sc,Yes,12.0,5.0,No,0
Male,24.0,Agra,Student,,,,5-6 hours,Healthy,M.Tech,No,10.0,2.0,No,0
Male,47.0,Ahmedabad,Working Professional,Pharmacist,4.0,1.0,7-8 hours,Moderate,B.Pharm,Yes,6.0,1.0,Yes,0
Female,28.0,Agra,Working Professional,Civil Engineer,3.0,1.0,Less than 5 hours,Healthy,BCA,No,8.0,1.0,Yes,0
Male,35.0,Hyderabad,Working Professional,Entrepreneur,5.0,4.0,7-8 hours,Moderate,BBA,Yes,0.0,2.0,Yes,0
Male,40.0,Kanpur,Working Professional,Accountant,2.0,5.0,5-6 hours,Healthy,B.Com,No,0.0,2.0,Yes,0
Female,22.0,Vasai-Virar,Working Professional,Electrician,3.0,1.0,7-8 hours,Healthy,M.Tech,No,10.0,3.0,No,1
Male,33.0,Hyderabad,Student,,,,Less than 5 hours,Moderate,B.Ed,No,8.0,1.0,No,0
Male,36.0,Ahmedabad,Working Professional,Researcher,2.0,2.0,More than 8 hours,Healthy,M.Tech,No,0.0,5.0,No,0
Female,47.0,Vasai-Virar,Working Professional,Electrician,4.0,4.0,Less than 5 hours,Healthy,BCA,No,0.0,5.0,Yes,0
Male,19.0,Ahmedabad,Working Professional,,5.0,1.0,7-8 hours,Healthy,Class 12,Yes,10.0,5.0,No,1
Female,48.0,Lucknow,Working Professional,HR Manager,2.0,5.0,Less than 5 hours,Moderate,M.Sc,Yes,0.0,2.0,Yes,0
Female,54.0,Srinagar,Working Professional,Architect,2.0,2.0,7-8 hours,Unhealthy,B.Arch,No,8.0,5.0,Yes,0
Male,32.0,Patna,Student,,,,7-8 hours,Moderate,MBBS,Yes,5.0,5.0,Yes,1
Male,18.0,Bhopal,Student,,,,7-8 hours,Moderate,Class 12,Yes,6.0,4.0,No,1
Male,44.0,Kolkata,Working Professional,Teacher,4.0,4.0,5-6 hours,Unhealthy,M.Ed,No,6.0,4.0,Yes,0
Female,31.0,Indore,Student,,,,Less than 5 hours,Unhealthy,M.Com,Yes,7.0,1.0,Yes,0
Male,56.0,Thane,Working Professional,Plumber,4.0,5.0,7-8 hours,Healthy,BE,Yes,10.0,2.0,No,0
Female,25.0,Kalyan,Student,,,,7-8 hours,Healthy,BHM,No,9.0,2.0,No,0
Male,28.0,Faridabad,Working Professional,HR Manager,4.0,1.0,Less than 5 hours,Unhealthy,M.Tech,Yes,2.0,5.0,No,1
Female,24.0,Thane,Working Professional,Pharmacist,5.0,3.0,Less than 5 hours,Moderate,MBBS,Yes,12.0,5.0,No,0
Female,18.0,Kalyan,Working Professional,,4.0,1.0,Less than 5 hours,Unhealthy,Class 12,Yes,12.0,5.0,No,1
Male,20.0,Surat,Student,,,,5-6 hours,Unhealthy,Class 12,No,3.0,3.0,No,0
